cif,frekuensi rtg,frekuensi pos,frekuensi wib,frekuensi clr,frekuensi swt,saldo
10183614688,NULL,1,NULL,NULL,NULL,0.000
10183614903,NULL,1,NULL,NULL,NULL,5661.000
10183615702,NULL,3,NULL,NULL,NULL,77000.000
10183616933,NULL,1,NULL,NULL,NULL,302643.000
10183617824,NULL,1,NULL,NULL,NULL,575142.000
10183624583,NULL,6,NULL,NULL,NULL,80500.000
10183626431,NULL,5,NULL,NULL,NULL,3385.000
10183627159,NULL,1,NULL,NULL,NULL,285030.000
10183630204,NULL,2,NULL,NULL,NULL,18119.000
10183634232,NULL,4,NULL,NULL,NULL,21995711.000
10183634279,NULL,1,NULL,NULL,NULL,1746081.000
10183634467,NULL,1,NULL,NULL,NULL,507515.000
10183635935,NULL,1,NULL,NULL,NULL,874218.000
10183639310,NULL,1,NULL,NULL,NULL,22786565.000
10183639680,NULL,1,NULL,NULL,NULL,147052.000
10183639952,NULL,1,NULL,NULL,NULL,6764242.000
10183640223,NULL,2,NULL,NULL,NULL,51355801.000
10183644712,NULL,1,NULL,NULL,NULL,537080.000
10183645954,NULL,1,NULL,NULL,NULL,1865112.000
10183647531,NULL,1,NULL,NULL,NULL,98585.000
10183647542,NULL,1,NULL,NULL,NULL,208003.000
10183647907,NULL,1,NULL,NULL,NULL,0.000
10183648548,NULL,1,NULL,NULL,NULL,2035859.000
10183648967,NULL,4,NULL,NULL,NULL,8031.000
10183649124,NULL,1,NULL,NULL,NULL,3234.000
10183649149,NULL,1,NULL,NULL,NULL,1066205.000
10183650976,NULL,1,NULL,NULL,NULL,44543.000
10183651582,NULL,1,NULL,NULL,NULL,0.000
10183651593,NULL,4,NULL,NULL,NULL,92092.000
10183653233,NULL,1,NULL,NULL,NULL,4675748.000
10183654125,NULL,2,NULL,NULL,NULL,101538.000
10183654262,NULL,2,NULL,NULL,NULL,9251.000
10183654801,NULL,1,NULL,NULL,NULL,35260.000
10183655691,NULL,1,NULL,NULL,NULL,4447.000
10183656422,NULL,2,NULL,NULL,NULL,4619384.000
10183656696,NULL,1,NULL,NULL,NULL,2541700.000
10183656707,NULL,1,NULL,NULL,NULL,2568098.000
10183656798,NULL,2,NULL,NULL,NULL,2428719.000
10183657023,NULL,1,NULL,NULL,NULL,7350656.000
10183657115,NULL,2,NULL,NULL,NULL,0.000
10183657172,NULL,1,NULL,NULL,NULL,3907231.000
10183657371,NULL,1,NULL,NULL,NULL,1267015.000
10183657382,NULL,94,NULL,NULL,NULL,1139938.000
10183658279,NULL,1,NULL,NULL,NULL,424409.000
10183658795,NULL,5,NULL,NULL,NULL,0.000
10183658806,NULL,1,NULL,NULL,NULL,1837174.000
10183658852,NULL,1,NULL,NULL,NULL,11201968.000
10183659754,NULL,1,NULL,NULL,NULL,7000.000
10183661544,NULL,1,NULL,NULL,NULL,3191611.000
10183661853,NULL,1,NULL,NULL,NULL,119889.000
10183666692,NULL,2,NULL,NULL,NULL,4494650.000
10183668849,NULL,1,NULL,NULL,NULL,355410.000
10183668860,NULL,1,NULL,NULL,NULL,333178.000
10183670317,NULL,1,NULL,NULL,NULL,1651108.000
10183672377,NULL,1,NULL,NULL,NULL,9094455.000
10183673483,NULL,2,NULL,NULL,NULL,1199810.000
10183674634,NULL,1,NULL,NULL,NULL,2988913.000
10183675260,NULL,1,NULL,NULL,NULL,6678881.000
10183675422,NULL,5,NULL,NULL,NULL,5193764.000
10183675673,NULL,1,NULL,NULL,NULL,158000.000
10183675729,NULL,1,NULL,NULL,NULL,18728979.000
10183676518,NULL,2,NULL,NULL,NULL,2500.000
10183677141,NULL,1,NULL,NULL,NULL,275500.000
10183677365,NULL,1,NULL,NULL,NULL,1216986.000
10183677625,NULL,2,NULL,NULL,NULL,199076075.000
10183679372,NULL,1,NULL,NULL,NULL,5040310.000
10183679984,NULL,1,NULL,NULL,NULL,5332348.000
10183680269,NULL,1,NULL,NULL,NULL,537624.000
10183680535,NULL,1,NULL,NULL,NULL,117400.000
10183682556,NULL,3,NULL,NULL,NULL,500.000
10183682644,NULL,1,NULL,NULL,NULL,1024543.000
10183683143,NULL,1,NULL,NULL,NULL,2147652.000
10183683480,NULL,1,NULL,NULL,NULL,13661.000
10183684194,NULL,2,NULL,NULL,NULL,19014.000
10183684722,NULL,1,NULL,NULL,NULL,419680.000
10183685386,NULL,1,NULL,NULL,NULL,3625274.000
10183686514,NULL,1,NULL,NULL,NULL,648296.000
10183687646,NULL,7,NULL,NULL,NULL,714816.000
10183688705,NULL,2,NULL,NULL,NULL,17270.000
10183689800,NULL,2,NULL,NULL,NULL,681841.000
10183690050,NULL,1,NULL,NULL,NULL,87044.000
10183690321,NULL,1,NULL,NULL,NULL,565959.000
10183690658,NULL,1,NULL,NULL,NULL,950812.000
10183691143,NULL,2,NULL,NULL,NULL,265500.000
10183692273,NULL,1,NULL,NULL,NULL,5776.000
10183692540,NULL,1,NULL,NULL,NULL,554111.000
10183692587,NULL,1,NULL,NULL,NULL,16500.000
10183693063,NULL,1,NULL,NULL,NULL,23442814.000
10183693467,NULL,1,NULL,NULL,NULL,31935476.000
10183695452,NULL,1,NULL,NULL,NULL,945.000
10183696866,NULL,1,NULL,NULL,NULL,144909.000
10183697329,NULL,1,NULL,NULL,NULL,9999.000
10183697472,NULL,2,NULL,NULL,NULL,124693439.000
10183697495,NULL,2,NULL,NULL,NULL,6571.000
10183697677,NULL,1,NULL,NULL,NULL,1673405.000
10183697768,NULL,1,NULL,NULL,NULL,2920228.000
10183698005,NULL,1,NULL,NULL,NULL,12697187.000
10183698465,NULL,1,NULL,NULL,NULL,599928.000
10183699513,NULL,1,NULL,NULL,NULL,81036.000
10183699809,NULL,1,NULL,NULL,NULL,3837.000
10183699845,NULL,1,NULL,NULL,NULL,9530.000
10183702144,NULL,1,NULL,NULL,NULL,4874156.000
10183702379,NULL,2,NULL,NULL,NULL,5082175.000
10183702947,NULL,1,NULL,NULL,NULL,8255.000
10183703759,NULL,2,NULL,NULL,NULL,17855082.000
10183711825,NULL,1,NULL,NULL,NULL,88865.000
10183712334,NULL,7,NULL,NULL,NULL,1719.000
10183713461,NULL,1,NULL,NULL,NULL,5706849.000
10183714300,NULL,1,NULL,NULL,NULL,180000.000
10183714532,NULL,1,NULL,NULL,NULL,431666.000
10183714976,NULL,1,NULL,NULL,NULL,1799724.000
10183716642,NULL,1,NULL,NULL,NULL,500.000
10183716871,NULL,1,NULL,NULL,NULL,958971.000
10183716905,NULL,1,NULL,NULL,NULL,192002.000
10183718339,NULL,1,NULL,NULL,NULL,454200.000
10183718459,NULL,1,NULL,NULL,NULL,16875234.000
10183727083,NULL,1,NULL,NULL,NULL,497745.000
10183729768,NULL,1,NULL,NULL,NULL,21001.000
10183733155,NULL,1,NULL,NULL,NULL,431267.000
10183740678,NULL,1,NULL,NULL,NULL,3415.000
10183757210,NULL,1,NULL,NULL,NULL,1540259.000
10183761391,NULL,2,NULL,NULL,NULL,233.000
10183761493,NULL,1,NULL,NULL,NULL,329517.000
10183765268,NULL,1,NULL,NULL,NULL,616557.000
10183766934,NULL,1,NULL,NULL,NULL,510277.000
10183771281,NULL,1,NULL,NULL,NULL,6408346.000
10183774045,NULL,1,NULL,NULL,NULL,12521.000
10183774503,NULL,2,NULL,NULL,NULL,726055.000
10183776580,NULL,1,NULL,NULL,NULL,48996.000
10183779683,NULL,1,NULL,NULL,NULL,971798.000
10183787866,NULL,2,NULL,NULL,NULL,816653.000
10183790099,NULL,1,NULL,NULL,NULL,0.000
10183793021,NULL,1,NULL,NULL,NULL,759751.000
10183793891,NULL,1,NULL,NULL,NULL,1031068.000
10183794429,NULL,1,NULL,NULL,NULL,2017000.000
10183804926,NULL,1,NULL,NULL,NULL,28036.000
10183805140,NULL,1,NULL,NULL,NULL,7058155.000
10183806235,NULL,3,NULL,NULL,NULL,273000.000
10183808965,NULL,1,NULL,NULL,NULL,1234378.000
10183809935,NULL,6,NULL,NULL,NULL,17110.000
10183814992,NULL,1,NULL,NULL,NULL,78134.000
10183815015,NULL,1,NULL,NULL,NULL,75356.000
10183815026,NULL,2,NULL,NULL,NULL,4563342.000
10183815139,NULL,3,NULL,NULL,NULL,4254160.000
10183815175,NULL,1,NULL,NULL,NULL,3136063.000
10183815439,NULL,1,NULL,NULL,NULL,3026776.000
10183815566,NULL,5,NULL,NULL,NULL,23414.000
10183816098,NULL,1,NULL,NULL,NULL,3735188.000
10183817437,NULL,1,NULL,NULL,NULL,864451.000
10183817495,NULL,1,NULL,NULL,NULL,364410.000
10183818418,NULL,1,NULL,NULL,NULL,729065.000
10183819513,NULL,1,NULL,NULL,NULL,491102.000
10183819718,NULL,3,NULL,NULL,NULL,1421029.000
10183819765,NULL,1,NULL,NULL,NULL,1401233.000
10183822158,NULL,1,NULL,NULL,NULL,129509.000
10183822913,NULL,1,NULL,NULL,NULL,74100.000
10183823139,NULL,2,NULL,NULL,NULL,68657.000
10183824389,NULL,2,NULL,NULL,NULL,294997.000
10183824604,NULL,3,NULL,NULL,NULL,193002.000
10183825150,NULL,NULL,1,NULL,NULL,63691782.000
10183826062,NULL,1,NULL,NULL,NULL,36956.000
10183826140,NULL,1,NULL,NULL,NULL,80771.000
10183826153,NULL,1,NULL,NULL,NULL,2939398.000
10183826941,NULL,1,NULL,NULL,NULL,1381420.000
10183827470,NULL,1,NULL,NULL,NULL,556033.000
10183828393,NULL,NULL,1,NULL,NULL,1469932.000
10183830068,NULL,NULL,5,NULL,NULL,62518092.000
10183830970,NULL,1,NULL,NULL,NULL,119061.000
10183831139,NULL,1,NULL,NULL,NULL,1852032.000
10183831175,NULL,1,NULL,NULL,NULL,11610490.000
10183831417,NULL,1,NULL,NULL,NULL,703528.000
10183832661,NULL,1,NULL,NULL,NULL,133400.000
10183837141,NULL,1,NULL,NULL,NULL,7256362.000
10183837290,NULL,1,NULL,NULL,NULL,385.000
10183837580,NULL,1,NULL,NULL,NULL,5192376.000
10183840156,NULL,1,NULL,NULL,NULL,29008059.000
10183840336,NULL,1,NULL,NULL,NULL,17856.000
10183841936,NULL,1,NULL,NULL,NULL,5089823.000
10183842083,NULL,1,NULL,NULL,NULL,13964762.000
10183842907,NULL,1,NULL,NULL,NULL,128528.000
10183843235,NULL,1,NULL,NULL,NULL,101060.000
10183843764,NULL,1,NULL,NULL,NULL,3611666.000
10183846434,NULL,1,NULL,NULL,NULL,13516526.000
10183847116,NULL,1,NULL,NULL,NULL,23063.000
10183847151,NULL,4,NULL,NULL,NULL,498406.000
10183847759,NULL,1,NULL,NULL,NULL,109517.000
10183848705,NULL,2,NULL,NULL,NULL,106837.000
10183848909,NULL,1,NULL,NULL,NULL,2261.000
10183853624,NULL,1,NULL,NULL,NULL,125758.000
10183854369,NULL,2,NULL,NULL,NULL,274001.000
10183854687,NULL,1,NULL,NULL,NULL,3382459.000
10183854745,NULL,2,NULL,NULL,NULL,788361.000
10183854970,NULL,1,NULL,NULL,NULL,33718.000
10183856007,NULL,35,NULL,NULL,NULL,44752.000
10183856548,NULL,1,NULL,NULL,NULL,339520.000
10183856581,NULL,2,NULL,NULL,NULL,342310.000
10183857768,NULL,2,NULL,NULL,NULL,12022979.000
10183858805,NULL,1,NULL,NULL,NULL,0.000
10183859110,NULL,1,NULL,NULL,NULL,134505.000
10183859314,NULL,5,NULL,NULL,NULL,105586.000
10183859593,NULL,1,NULL,NULL,NULL,16762748.000
10183859856,NULL,1,NULL,NULL,NULL,345661.000
10183860893,NULL,1,NULL,NULL,NULL,199170.000
10183861006,NULL,1,NULL,NULL,NULL,367725.000
10183861455,NULL,1,NULL,NULL,NULL,61374.000
10183861852,NULL,1,NULL,NULL,NULL,2048025.000
10183862067,NULL,1,NULL,NULL,NULL,6235305.000
10183862675,NULL,1,NULL,NULL,NULL,334145.000
10183862947,NULL,1,NULL,NULL,NULL,1649309.000
10183863105,NULL,1,NULL,NULL,NULL,0.000
10183863265,NULL,1,NULL,NULL,NULL,84616.000
10183864040,NULL,1,NULL,NULL,NULL,1271017.000
10183864142,NULL,1,NULL,NULL,NULL,672866.000
10183864167,NULL,2,NULL,NULL,NULL,55513.000
10183867315,NULL,2,NULL,NULL,NULL,10508.000
10183867367,NULL,1,NULL,NULL,NULL,12700.000
10183870225,NULL,1,NULL,NULL,NULL,17900.000
10183871744,NULL,1,NULL,NULL,NULL,56490.000
10183872290,NULL,1,NULL,NULL,NULL,0.000
10183872511,NULL,2,NULL,NULL,NULL,739869.000
10183873317,NULL,1,NULL,NULL,NULL,8050.000
10183873347,NULL,1,NULL,NULL,NULL,124983.000
10183874003,NULL,1,NULL,NULL,NULL,2501733.000
10183874918,NULL,1,NULL,NULL,NULL,26402.000
10183875570,NULL,2,NULL,NULL,NULL,61942.000
10183875615,NULL,1,NULL,NULL,NULL,3205820.000
10183876149,NULL,1,NULL,NULL,NULL,31498389.000
10183876426,NULL,1,NULL,NULL,NULL,0.000
10183876494,NULL,2,NULL,NULL,NULL,116439078.000
10183876768,NULL,1,NULL,NULL,NULL,1368296.000
10183877220,NULL,1,NULL,NULL,NULL,112454.000
10183877245,NULL,2,NULL,NULL,NULL,0.000
10183877852,NULL,1,NULL,NULL,NULL,57946.000
10183878249,NULL,2,NULL,NULL,NULL,944937.000
10183878400,NULL,10,NULL,NULL,NULL,2813605.000
10183878422,NULL,1,NULL,NULL,NULL,1598046.000
10183878842,NULL,1,NULL,NULL,NULL,4187989.000
10183880221,NULL,1,NULL,NULL,NULL,786669.000
10183880864,NULL,1,NULL,NULL,NULL,428495.000
10183882104,NULL,23,NULL,NULL,NULL,24754106.000
10183883065,NULL,1,NULL,NULL,NULL,367916.000
10183884677,NULL,1,NULL,NULL,NULL,15500.000
10183885187,NULL,1,NULL,NULL,NULL,25500.000
10183888323,NULL,1,NULL,NULL,NULL,7188040.000
10183888454,NULL,1,NULL,NULL,NULL,25500.000
10183888964,NULL,1,NULL,NULL,NULL,41900.000
10183888965,NULL,1,NULL,NULL,NULL,41900.000
10183890071,NULL,1,NULL,NULL,NULL,41900.000
10183891053,NULL,1,NULL,NULL,NULL,229868.000
10183891325,NULL,1,NULL,NULL,NULL,654446.000
10183892272,NULL,1,NULL,NULL,NULL,0.000
10183894031,NULL,1,NULL,NULL,NULL,2458583.000
10183895024,NULL,1,NULL,NULL,NULL,10729444.000
10183895162,NULL,1,NULL,NULL,NULL,6614604.000
10183897504,NULL,1,NULL,NULL,NULL,13385.000
10183897698,NULL,1,NULL,NULL,NULL,3857073.000
10183897720,NULL,1,NULL,NULL,NULL,42832.000
10183898095,NULL,1,NULL,NULL,NULL,1337018.000
10183898712,NULL,2,NULL,NULL,NULL,517095.000
10183898996,NULL,2,NULL,NULL,NULL,74283.000
10183899145,NULL,1,NULL,NULL,NULL,691376.000
10183899355,NULL,2,NULL,NULL,NULL,1155164.000
10183902922,NULL,1,NULL,NULL,NULL,9135.000
10183902946,NULL,1,NULL,NULL,NULL,2582715.000
10183903275,NULL,2,NULL,NULL,NULL,3986887.000
10183903564,NULL,1,NULL,NULL,NULL,90008.000
10183903905,NULL,1,NULL,NULL,NULL,610015.000
10183904569,NULL,1,NULL,NULL,NULL,4201413.000
10183904942,NULL,1,NULL,NULL,NULL,12078.000
10183906566,NULL,2,NULL,NULL,NULL,3597585.000
10183907244,NULL,1,NULL,NULL,NULL,1216400.000
10183907324,NULL,1,NULL,NULL,NULL,834640.000
10183907626,NULL,4,NULL,NULL,NULL,6957.000
10183907945,NULL,1,NULL,NULL,NULL,34784.000
10183908585,NULL,1,NULL,NULL,NULL,9146846.000
10183909396,NULL,2,NULL,NULL,NULL,0.000
10183910560,NULL,1,NULL,NULL,NULL,6765326.000
10183911195,NULL,1,NULL,NULL,NULL,2114.000
10183911495,NULL,1,NULL,NULL,NULL,14880.000
10183912140,NULL,2,NULL,NULL,NULL,1631562.000
10183912187,NULL,1,NULL,NULL,NULL,176862.000
10183913226,NULL,1,NULL,NULL,NULL,3752251.000
10183925783,NULL,1,NULL,NULL,NULL,192852.000
10183926537,NULL,1,NULL,NULL,NULL,209545.000
10183926652,NULL,3,NULL,NULL,NULL,5000.000
10183926675,NULL,1,NULL,NULL,NULL,2781133.000
10183927002,NULL,1,NULL,NULL,NULL,0.000
10183936807,NULL,1,NULL,NULL,NULL,0.000
10183938175,NULL,2,NULL,NULL,NULL,12863.000
10183938439,NULL,1,NULL,NULL,NULL,140437.000
10183939120,NULL,19,NULL,NULL,NULL,15690078.000
10183939432,NULL,1,NULL,NULL,NULL,0.000
10183939728,NULL,1,NULL,NULL,NULL,70500.000
10183940284,NULL,1,NULL,NULL,NULL,1631441.000
10183942820,NULL,1,NULL,NULL,NULL,204498.000
10183944232,NULL,1,NULL,NULL,NULL,6414553.000
10183944693,NULL,1,NULL,NULL,NULL,49634.000
10183944977,NULL,2,NULL,NULL,NULL,2894.000
10183947774,NULL,1,NULL,NULL,NULL,3456390.000
10183948091,NULL,1,NULL,NULL,NULL,36590446.000
10183948171,NULL,3,NULL,NULL,NULL,20098419.000
10183949952,NULL,1,NULL,NULL,NULL,4982727.000
10183950190,NULL,2,NULL,NULL,NULL,105321.000
10183950525,NULL,1,NULL,NULL,NULL,7618.000
10183951023,NULL,1,NULL,NULL,NULL,398024.000
10183952558,NULL,8,NULL,NULL,NULL,16677689.000
10183952773,NULL,2,NULL,NULL,NULL,13740717.000
10183952818,NULL,1,NULL,NULL,NULL,41421.000
10183953925,NULL,1,NULL,NULL,NULL,1167464.000
10183954600,NULL,2,NULL,NULL,NULL,0.000
10183955132,NULL,1,NULL,NULL,NULL,589.000
10183962350,NULL,1,NULL,NULL,NULL,6240712.000
10183963366,NULL,1,NULL,NULL,NULL,3385835.000
10183963786,NULL,1,NULL,NULL,NULL,46347.000
10183963967,NULL,2,NULL,NULL,NULL,621736.000
10183965164,NULL,1,NULL,NULL,NULL,5985046.000
10183965300,NULL,1,NULL,NULL,NULL,5394721.000
10183965986,NULL,1,NULL,NULL,NULL,5837.000
10183966055,NULL,1,NULL,NULL,NULL,654075.000
10183966764,NULL,1,NULL,NULL,NULL,40802334.000
10183967540,NULL,1,NULL,NULL,NULL,21266.000
10183968750,NULL,2,NULL,NULL,NULL,3224748.000
10183971365,NULL,4,NULL,NULL,NULL,118528.000
10183974524,NULL,1,NULL,NULL,NULL,306289.000
10183975517,NULL,2,NULL,NULL,NULL,28997.000
10183977133,NULL,1,NULL,NULL,NULL,4088382.000
10183977191,NULL,1,NULL,NULL,NULL,1977110.000
10183977652,NULL,2,NULL,NULL,NULL,136612.000
10183977890,NULL,1,NULL,NULL,NULL,2889381.000
10183978105,NULL,1,NULL,NULL,NULL,415374.000
10183978320,NULL,3,NULL,NULL,NULL,32490.000
10183978961,NULL,1,NULL,NULL,NULL,421113.000
10183979420,NULL,1,NULL,NULL,NULL,405453.000
10183980043,NULL,1,NULL,NULL,NULL,327687.000
10183983630,NULL,1,NULL,NULL,NULL,1787022.000
10183985525,NULL,1,NULL,NULL,NULL,1000.000
10183986462,NULL,1,NULL,NULL,NULL,35406.000
10183986518,NULL,1,NULL,NULL,NULL,43594.000
10183990120,NULL,11,NULL,NULL,NULL,124048.000
10183992163,NULL,7,NULL,NULL,NULL,352408.000
10184042387,NULL,5,NULL,NULL,NULL,2032061.000
10184044736,NULL,1,NULL,NULL,NULL,3519185.000
10184052331,NULL,1,NULL,NULL,NULL,3997327.000
10184097081,NULL,1,NULL,NULL,NULL,190500.000
10184099595,NULL,1,NULL,NULL,NULL,233999.000
10184130501,NULL,1,NULL,NULL,NULL,3250783.000
10184199838,NULL,1,NULL,NULL,NULL,248025.000
10184221978,NULL,3,NULL,NULL,NULL,52.000
10184271153,NULL,1,NULL,NULL,NULL,1198335.000
10184374847,NULL,2,NULL,NULL,NULL,496469.000
10184463986,NULL,2,NULL,NULL,NULL,1234599.000
10184464190,NULL,1,NULL,NULL,NULL,516399.000
10184566980,NULL,1,NULL,NULL,NULL,157451.000
10184567104,NULL,1,NULL,NULL,NULL,835502.000
10184573140,NULL,1,NULL,NULL,NULL,5450700.000
10184769078,NULL,1,NULL,NULL,NULL,0.000
10185010743,NULL,1,NULL,NULL,NULL,0.000
10185011004,NULL,1,NULL,NULL,NULL,3795.000
10185011611,NULL,1,NULL,NULL,NULL,295203.000
10185354430,NULL,1,NULL,NULL,NULL,75500.000
10185620136,NULL,2,NULL,NULL,NULL,274294.000
10185774167,NULL,1,NULL,NULL,NULL,0.000
10185983754,NULL,2,NULL,NULL,NULL,430240.000
10185993775,NULL,1,NULL,NULL,NULL,5010162.000
10186106621,NULL,1,NULL,NULL,NULL,4521.000
10186122806,NULL,2,NULL,NULL,NULL,3528640.000
10186123056,NULL,1,NULL,NULL,NULL,159527.000
10186123357,NULL,1,NULL,NULL,NULL,520579.000
10186124701,NULL,2,NULL,NULL,NULL,83864.000
10186125007,NULL,1,NULL,NULL,NULL,227053.000
10186125098,NULL,1,NULL,NULL,NULL,115819.000
10186125364,NULL,1,NULL,NULL,NULL,142496774.000
10186125807,NULL,3,NULL,NULL,NULL,486318.000
10186125942,NULL,1,NULL,NULL,NULL,276278.000
10186126135,NULL,5,NULL,NULL,NULL,2310081.000
10186126505,NULL,1,NULL,NULL,NULL,3272395.000
10186126596,NULL,1,NULL,NULL,NULL,1297184.000
10186127644,NULL,1,NULL,NULL,NULL,34010.000
10186127736,NULL,1,NULL,NULL,NULL,1515102.000
10186127873,NULL,3,NULL,NULL,NULL,20824297.000
10186127884,NULL,2,NULL,NULL,NULL,827500.000
10186128943,NULL,1,NULL,NULL,NULL,56828.000
10186129080,NULL,1,NULL,NULL,NULL,109279.000
10186129812,NULL,1,NULL,NULL,NULL,2014.000
10186129823,NULL,3,NULL,NULL,NULL,11664572.000
10186129914,NULL,NULL,183,NULL,NULL,21792967.000
10186130096,NULL,1,NULL,NULL,NULL,17012.000
10186130344,NULL,1,NULL,NULL,NULL,195854.000
10186130601,NULL,1,NULL,NULL,NULL,12732.000
10186131169,NULL,1,NULL,NULL,NULL,388912.000
10186131524,NULL,1,NULL,NULL,NULL,9324500.000
10186131571,NULL,1,NULL,NULL,NULL,6500.000
10186131605,NULL,1,NULL,NULL,NULL,1272654.000
10186132274,NULL,1,NULL,NULL,NULL,720737.000
10186132553,NULL,1,NULL,NULL,NULL,2500.000
10186132882,NULL,2,NULL,NULL,NULL,3304637.000
10186133039,NULL,1,NULL,NULL,NULL,1270529.000
10186133716,NULL,1,NULL,NULL,NULL,0.000
10186133773,NULL,1,NULL,NULL,NULL,442315.000
10186134215,NULL,1,NULL,NULL,NULL,2317812.000
10186134294,NULL,1,NULL,NULL,NULL,53997156.000
10186134847,NULL,1,NULL,NULL,NULL,675198.000
10186136490,NULL,2,NULL,NULL,NULL,1846412.000
10186139593,NULL,1,NULL,NULL,NULL,651500.000
10186139707,NULL,1,NULL,NULL,NULL,101502.000
10186141028,NULL,1,NULL,NULL,NULL,1424924.000
10186141039,NULL,2,NULL,NULL,NULL,447603.000
10186141976,NULL,1,NULL,NULL,NULL,396114.000
10186142675,NULL,4,NULL,NULL,NULL,25559.000
10186142788,NULL,1,NULL,NULL,NULL,1244681.000
10186142890,NULL,1,NULL,NULL,NULL,50996200.000
10186143298,NULL,2,NULL,NULL,NULL,455457.000
10186144211,NULL,1,NULL,NULL,NULL,441047.000
10186144247,NULL,1,NULL,NULL,NULL,9037967.000
10186144432,NULL,1,NULL,NULL,NULL,593171.000
10186144501,NULL,2,NULL,NULL,NULL,0.000
10186144534,NULL,2,NULL,NULL,NULL,6197395.000
10186144921,NULL,2,NULL,NULL,NULL,401897.000
10186144943,NULL,1,NULL,NULL,NULL,1212576.000
10186145091,NULL,1,NULL,NULL,NULL,4645.000
10186145665,NULL,2,NULL,NULL,NULL,17500.000
10186145778,NULL,1,NULL,NULL,NULL,693948.000
10186146362,NULL,1,NULL,NULL,NULL,144091.000
10186146556,NULL,1,NULL,NULL,NULL,1137574.000
10186146724,NULL,1,NULL,NULL,NULL,2133021.000
10186146963,NULL,1,NULL,NULL,NULL,921566.000
10186146975,NULL,16,NULL,NULL,NULL,3014037.000
10186147842,NULL,2,NULL,NULL,NULL,10456746.000
10186148426,NULL,1,NULL,NULL,NULL,40065.000
10186148575,NULL,1,NULL,NULL,NULL,394606.000
10186149455,NULL,1,NULL,NULL,NULL,8626425.000
10186149670,NULL,1,NULL,NULL,NULL,1587442.000
10186151342,NULL,2,NULL,NULL,NULL,0.000
10186151576,NULL,1,NULL,NULL,NULL,540432.000
10186155878,NULL,1,NULL,NULL,NULL,1050.000
10186156438,NULL,1,NULL,NULL,NULL,1262534.000
10186158401,NULL,1,NULL,NULL,NULL,274122.000
10186158514,NULL,1,NULL,NULL,NULL,1328681.000
10186158606,NULL,NULL,24,NULL,NULL,803657.000
10186159218,NULL,1,NULL,NULL,NULL,593066.000
10186162782,NULL,1,NULL,NULL,NULL,6108252.000
10186166741,NULL,4,NULL,NULL,NULL,331522.000
10186166766,NULL,1,NULL,NULL,NULL,59500.000
10186167530,NULL,2,NULL,NULL,NULL,5416087.000
10186168189,NULL,1,NULL,NULL,NULL,13935.000
10186168244,NULL,3,NULL,NULL,NULL,2775968.000
10186169902,NULL,1,NULL,NULL,NULL,0.000
10186170106,NULL,2,NULL,NULL,NULL,1424973.000
10186170230,NULL,1,NULL,NULL,NULL,0.000
10186170545,NULL,1,NULL,NULL,NULL,1594477.000
10186170986,NULL,4,NULL,NULL,NULL,8322.000
10186171899,NULL,1,NULL,NULL,NULL,815901.000
10186172307,NULL,1,NULL,NULL,NULL,158716.000
10186172392,NULL,1,NULL,NULL,NULL,7020.000
10186172426,NULL,1,NULL,NULL,NULL,1488840.000
10186172743,NULL,1,NULL,NULL,NULL,5500.000
10186173477,NULL,1,NULL,NULL,NULL,32375687.000
10186176075,NULL,1,NULL,NULL,NULL,939588.000
10186176807,NULL,1,NULL,NULL,NULL,95830.000
10186177676,NULL,1,NULL,NULL,NULL,6377621.000
10186178014,NULL,1,NULL,NULL,NULL,0.000
10186178417,NULL,1,NULL,NULL,NULL,40557812.000
10186178646,NULL,1,NULL,NULL,NULL,643853.000
10186178826,NULL,1,NULL,NULL,NULL,47772.000
10186178928,NULL,1,NULL,NULL,NULL,6593003.000
10186178951,NULL,1,NULL,NULL,NULL,475267.000
10186179018,NULL,1,NULL,NULL,NULL,8999209.000
10186179512,NULL,1,NULL,NULL,NULL,19007884.000
10186179728,NULL,1,NULL,NULL,NULL,263.000
10186179841,NULL,1,NULL,NULL,NULL,298411.000
10186180539,NULL,5,NULL,NULL,NULL,741024.000
10186181062,NULL,1,NULL,NULL,NULL,46448.000
10186181885,NULL,1,NULL,NULL,NULL,82804.000
10186181986,NULL,1,NULL,NULL,NULL,117711.000
10186182314,NULL,1,NULL,NULL,NULL,203071.000
10186182560,NULL,1,NULL,NULL,NULL,67464.000
10186182957,NULL,2,NULL,NULL,NULL,195484.000
10186183114,NULL,1,NULL,NULL,NULL,237000.000
10186183405,NULL,3,NULL,NULL,NULL,512218.000
10186183451,NULL,1,NULL,NULL,NULL,0.000
10186183518,NULL,1,NULL,NULL,NULL,11337.000
10186184119,NULL,2,NULL,NULL,NULL,495813.000
10186187910,NULL,NULL,11,NULL,NULL,36661496.000
10186188091,NULL,1,NULL,NULL,NULL,713327.000
10186188125,NULL,1,NULL,NULL,NULL,77000.000
10186188844,NULL,1,NULL,NULL,NULL,5400.000
10186188924,NULL,1,NULL,NULL,NULL,2683326.000
10186190798,NULL,1,NULL,NULL,NULL,67498.000
10186192467,NULL,1,NULL,NULL,NULL,798.000
10186192999,NULL,1,NULL,NULL,NULL,277628.000
10186193436,NULL,1,NULL,NULL,NULL,7763279.000
10186193640,NULL,1,NULL,NULL,NULL,4187640.000
10186193913,NULL,1,NULL,NULL,NULL,2353691.000
