TRX_TYPE	TX_DESC	CHANNEL	BILLER_TARGET	JENIS_TRX	mapping_sendiri		
TUITION FEE	Universitas Negeri Jakarta	INTERNET	UNIVERSITAS NEGERI JAKARTA	PAYMENT			
CWP	PDAM_BANYUMAS	INTERNET	PDAM_BANYUMAS	PAYMENT			
TRF-BILL_P	XL VOUCHER:        15000.	INTERNET	?	?			
TUITION FEE	Institut Sains dan Teknologi Nasional	INTERNET	INSTITUT SAINS DAN TEKNOLOGI NASIONAL	PAYMENT			
TUITION FEE	Universitas Sriwijaya	INTERNET	UNIVERSITAS SRIWIJAYA	PAYMENT			
RTG	BANK BNI INDONESIA	INTERNET	BNI	TRANSFER			
RTG	BPD KALSEL UNIT SYARIAH	INTERNET	?	?			
INTERNET PROVIDER	SPEEDY	INTERNET	SPEEDY	PAYMENT			
TRF-BILL_P	Beasiswa PPSDMS Zakat	INTERNET	ZAKAT - PPSDMS	PAYMENT			
SWT	BANK MAYAPADA	INTERNET	BANK MAYAPADA	TRANSFER			
SWT	BPD SULSELBAR UNIT SYARIAH	INTERNET	BANK SULSELBAR UNIT SYARIAH	TRANSFER			
BPJS	BPJS	INTERNET	BPJS KS	PAYMENT			
BTI	BPJS Ketenagakerjaan TKI	INTERNET	BPJS TK TKI	PAYMENT			
TRF-BILL_P	Dompet Dhuafa Kurban	INTERNET	QURBAN - DOMPET DHUAFA	PAYMENT			
MFP	FIF	INTERNET	FIF	PAYMENT			
TUITION FEE	Universitas Sarjanawiyata Tamansiswa	INTERNET	UNIVERSITAS SARJANAWIYATA TAMANSISWA	PAYMENT			
SWT	BANK BJB	INTERNET	BANK BJB	TRANSFER			
ACC	ACC	INTERNET	Astra Credit Company	PAYMENT			
VOUCHER PREPAID RECHARGE	AS:41500.00	INTERNET	TELKOMSEL : 41500	PAYMENT			
CWP	PDAM_BANDUNG	INTERNET	PDAM_BANDUNG	PAYMENT			
TRF-BILL_P	PDAM	INTERNET	PDAM MITRACOMM	PAYMENT			
CLR	BPD SUMUT	INTERNET	BANK SUMUT	TRANSFER			
AIRLINE TICKET	LIONAIR	INTERNET	LION AIR	PAYMENT			
SWT	BCA DIGITAL	INTERNET	?	?			
MHP	PDAM_BSD	INTERNET	PDAM_BSD	PAYMENT			
TUITION FEE	Atmajaya Yogyakarta	INTERNET	ATMAJAYA YOGYAKARTA	PAYMENT			
CLR	BANK INDEX SELINDO	INTERNET	BANK INDEX	TRANSFER			
TUITION FEE	Universitas Negeri Malang	INTERNET	UNIVERSITAS NEGERI MALANG	PAYMENT			
CREDIT CARD OTHER BANK	AMEX	INTERNET	AMEX	PAYMENT			
SWT	BANK OF TOKYO MITSUBISHI UFJ	INTERNET	MUFG BANK	TRANSFER			
TUITION FEE	Universitas Negeri Medan	INTERNET	UNIVERSITAS NEGERI MEDAN	PAYMENT			
SWT	NATIONAL NOBU BANK	INTERNET	NATIONAL NOBU BANK	KLIRING			
LKA	LINKAJA	INTERNET	LinkAja	PURCHASE			
SWT	BANK TABUNGAN NEGARA UNIT SYARIAH	INTERNET	BTN SYARIAH	TRANSFER			
TRF-BILL_P	Dompet Dhuafa Infaq	INTERNET	INFAQ - DOMPET DHUAFA	PAYMENT			
TUITION FEE	Universitas Brawijaya	INTERNET	UNIVERSITAS BRAWIJAYA	PAYMENT			
SWT	BANK GANESHA	INTERNET	BANK GANESHA	TRANSFER			
RTG	BANK MANDIRI	INTERNET	BANK MANDIRI	TRANSFER			
VOUCHER PREPAID RECHARGE	THREE:50000	INTERNET	THREE:50000	PURCHASE			
BPU	BPJS Kenagakerjaan BPU	INTERNET	BPJS TK BPU	PAYMENT			
VOUCHER PREPAID RECHARGE	INDOSAT:150000	INTERNET	INDOSAT:150000	PURCHASE			
CWP	PDAM_PURWOREJO	INTERNET	PDAM_PURWOREJO	PAYMENT			
CLR	BANK DKI	INTERNET	BANK DKI	TRANSFER			
SWT	BANK VICTORIA INTERNATIONAL	INTERNET	BANK VICTORIA INTERNATIONAL	TRANSFER			
SWT	BSI ex BRIS	INTERNET	?	?			
SWT	BSI ex BINS	INTERNET	?	?			
CWP	PDAM_PADANGPANJANG	INTERNET	PDAM_PADANGPANJANG	PAYMENT			
CWP	AETRA	INTERNET	AETRA	PAYMENT			
TRF-BILL_P	PDAM MANADO	INTERNET	PDAM MANADO	PAYMENT			
PERSONAL LOAN	HSBC_PL	INTERNET	HSBC - PL	PAYMENT			
CLR	NATIONAL NOBU BANK	INTERNET	NOBU NATIONAL BANK	TRANSFER			
PNT	PLN	INTERNET	PLN NON TAGLIS	PAYMENT			
SWT	HSBC -HONGKONG AND SHANGHAI BANK	INTERNET	BANK HSBC	TRANSFER			
TRF-BILL_P	Kereta Api Indonesia	INTERNET	KAI	PAYMENT			
TUITION FEE	Politeknik Negeri Banjarmasin	INTERNET	?	?			
TUITION FEE	Universitas Jenderal Soedirman	INTERNET	UNIVERSITAS JENDERAL SOEDIRMAN	PAYMENT			
TRF-BILL_P	PDAM AETRA	INTERNET	AETRA	PAYMENT			
RTG	BANK PERMATA UNIT SYARIAH	INTERNET	BANK PERMATA UNIT SYARIAH	TRANSFER			
VOUCHER PREPAID RECHARGE	INDOSAT:50000	INTERNET	INDOSAT:50000	PURCHASE			
TUITION FEE	Institut Teknologi Sepuluh November	INTERNET	INSTITUT TEKNOLOGI SEPULUH NOVEMBER	PAYMENT			
TUITION FEE	Universitas Gajah Mada	INTERNET	UNIVERSITAS GAJAH MADA	PAYMENT			
TTP	KAI	INTERNET	KAI	PAYMENT			
TRF-BILL_P	PDAM KAB.BOGOR	INTERNET	PDAM KAB.BOGOR	PAYMENT			
SWT	BPD SUMBAR UUS	INTERNET	BANK NAGARI SYARIAH	TRANSFER			
VOUCHER PREPAID RECHARGE	XL_REG:300000	INTERNET	XL : 300000	PAYMENT			
CWP	PDAM_LAMPUNG	INTERNET	PDAM_LAMPUNG	PAYMENT			
CREDIT CARD OTHER BANK	PANIN	INTERNET	PANIN	PAYMENT			
CLR	BANK CENTRAL ASIA	INTERNET	BCA	TRANSFER			
MFP	Finansia\Kreditplus	INTERNET	Finansia Kreditplus	PAYMENT			
CLR	BANK PERMATA	INTERNET	BANK PERMATA	TRANSFER			
TUITION FEE	UIN Maulana Malik Ibrahim Malang	INTERNET	UIN MAULANA MALIK IBRAHIM MALANG	PAYMENT			
TUITION FEE	UIN Sunan Kalijaga	INTERNET	UIN SUNAN KALIJAGA	PAYMENT			
CWP	PDAM_MATARAM	INTERNET	PDAM_MATARAM	PAYMENT			
TRF-BILL_P	PDAM SEMARANG	INTERNET	PDAM SEMARANG	PAYMENT			
SWT	BPD SUMUT	INTERNET	BANK SUMUT	TRANSFER			
CLR	BANK CIMB NIAGA UNIT SYARIAH	INTERNET	BANK CIMB NIAGA SYARIAH	TRANSFER			
CWP	PDAM_TASIKMALAYA	INTERNET	PDAM_TASIKMALAYA	PAYMENT			
TUITION FEE	Universitas Diponegoro	INTERNET	UNIVERSITAS DIPONEGORO	PAYMENT			
SWT	BPD RIAU	INTERNET	BANK RIAU KEPRI	TRANSFER			
CLR	BANK OCBC NISP	INTERNET	BANK OCBC NISP	TRANSFER			
CLR	"BANK CHINA CONSTRUCTION BANK INDONESIA,PT TBK"	INTERNET	?	?			
RTG	MAYBANK INDONESIA TBK	INTERNET	MAYBANK	TRANSFER			
CREDIT CARD OTHER BANK	DANAMON	INTERNET	DANAMON	PAYMENT			
TRF-BILL_P	SMS FINANCE	INTERNET	SMS FINANCE	PAYMENT			
TRF-BILL_P	XL VOUCHER:300000	INTERNET	XL:300000	PURCHASE			
GOJEK	Go-Pay	INTERNET	GOPAY	PURCHASE			
TRF-BILL_P	XL VOUCHER:150000	INTERNET	XL:150000	PURCHASE			
SWT	BANK SAHABAT SAMPOERNA	INTERNET	BANK SAHABAT SAMPOERNA	TRANSFER			
CWP	PDAM_SOLO	INTERNET	PDAM_SOLO	PAYMENT			
SWT	Bank Woori Saudara	INTERNET	BANK WOORI SAUDARA	TRANSFER			
CLR	STANDARD CHARTERED BANK	INTERNET	STANDARD CHARTERED	TRANSFER			
TRF-BILL_P	DPU DT Infaq	INTERNET	INFAQ - DPUDT	PAYMENT			
CWP	PDAM_PATI	INTERNET	PDAM_PATI	PAYMENT			
TUITION FEE	Universitas Negeri Yogyakarta	INTERNET	UNIVERSITAS NEGERI YOGYAKARTA	PAYMENT			
VOUCHER PREPAID RECHARGE	AS:300000	INTERNET	TELKOMSEL:300000	PURCHASE			
PEP	PLN	INTERNET	PLN PREPAID	PURCHASE			
CLR	BANK OCBC NISP UNIT SYARIAH	INTERNET	BANK OCBC NISP UNIT SYARIAH	TRANSFER			
SWT	BPD BENGKULU	INTERNET	BANK BENGKULU	TRANSFER			
TRF-BILL_P	Dompet Dhuafa Zakat	INTERNET	WAKAF - DOMPET DHUAFA	PAYMENT			
TUITION FEE	Politeknik Pelayaran Surabaya	INTERNET	POLITEKNIK PELAYARAN SURABAYA	PAYMENT			
TRF-BILL_P	XL VOUCHER:50000	INTERNET	XL:50000	PURCHASE			
TUITION FEE	Universitas Lambung Mangkurat	INTERNET	UNIVERSITAS LAMBUNG MANGKURAT	PAYMENT			
CREDIT CARD OTHER BANK	BUKOPIN	INTERNET	BUKOPIN	PAYMENT			
VOUCHER PREPAID RECHARGE	AS:50000	INTERNET	TELKOMSEL:50000	PURCHASE			
AIRLINE TICKET	CITILINK	INTERNET	CITILINK	PAYMENT			
SWT	BANK KB BUKOPIN	INTERNET	?	?			
CLR	BANK MAYAPADA	INTERNET	BANK MAYAPADA	TRANSFER			
VOUCHER PREPAID RECHARGE	AS:500000	INTERNET	TELKOMSEL:500000	PURCHASE			
SWT	BPD DIY	INTERNET	BANK BPD DIY	TRANSFER			
TRF-BILL_P	Baznas Zakat	INTERNET	ZAKAT - BAZNAS	PAYMENT			
TRF-BILL_P	PDAM BALIKPAPAN	INTERNET	PDAM BALIKPAPAN	PAYMENT			
CWP	PDAM_MEDAN	INTERNET	PDAM_MEDAN	PAYMENT			
SWT	BPD SULAWESI TENGAH	INTERNET	?	?			
MOBILE POSTPAID	FREN_POSTPAID	INTERNET	SMARTFREN POSTPAID	PAYMENT			
TUITION FEE	Universitas Kristen Maranatha	INTERNET	Universitas Kristen Maranatha	PAYMENT			
VOUCHER PREPAID RECHARGE	XL_REG:50000	INTERNET	XL:50000	PURCHASE			
CLR	BANK COMMONWEALTH	INTERNET	COMMONWEALTH BANK	TRANSFER			
VOUCHER PREPAID RECHARGE	FREN:50000	INTERNET	SMARTFREN:50000	PURCHASE			
CLR	BANK VICTORIA INTERNATIONAL	INTERNET	BANK VICTORIA INTERNATIONAL	TRANSFER			
TAX PAYMENT	PBB	INTERNET	PBB	PAYMENT			
SWT	BANK DKI	INTERNET	BANK DKI	TRANSFER			
MOBILE POSTPAID WITH AREA CODE	TELKOM	INTERNET	TELKOM POSTPAID	PAYMENT			
CLR	BANK MEGA	INTERNET	BANK MEGA	TRANSFER			
CWP	PDAM_DEPOK	INTERNET	PDAM_DEPOK	PAYMENT			
CWP	PDAM_BOGOR	INTERNET	PDAM_BOGOR	PAYMENT			
MOBILE POSTPAID	THREE_POSTPAID	INTERNET	THREE POSTPAID	PAYMENT			
CWP	PDAM_PALEMBANG	INTERNET	PDAM_PALEMBANG	PAYMENT			
VOUCHER PREPAID RECHARGE	THREE:30000	INTERNET	THREE:30000	PURCHASE			
SWT	CITIBANK	INTERNET	CITIBANK	TRANSFER			
TUITION FEE	ISI Yogyakarta	INTERNET	ISI YOGYAKARTA	PAYMENT			
SWT	BANK JAGO	INTERNET	?	?			
SWT	BANK TABUNGAN NEGARA	INTERNET	BANK BTN	TRANSFER			
TUITION FEE	Institut Pertanian Bogor	INTERNET	INSTITUT PERTANIAN BOGOR	PAYMENT			
SWT	BANK SEABANK INDONESIA	INTERNET	?	?			
MFP	NSC Finance	INTERNET	NSC FINANCE	PAYMENT			
CWP	PDAM_PROBOLINGGO	INTERNET	PDAM_PROBOLINGGO	PAYMENT			
CWP	PDAM_WONOSOBO	INTERNET	PDAM_WONOSOBO	PAYMENT			
CLR	BANK BJB	INTERNET	BANK BJB	TRANSFER			
SWT	BPD SUMSEL BABEL	INTERNET	BANK SUMSEL BABEL	TRANSFER			
SWT	BANK OCBC NISP	INTERNET	BANK OCBC NISP	TRANSFER			
CLR	CITIBANK	INTERNET	CITIBANK	TRANSFER			
SWT	BANK INDEX SELINDO	INTERNET	BANK INDEX	TRANSFER			
SWT	BSI	INTERNET	?	?			
CWP	PDAM_SAMARINDA	INTERNET	PDAM_SAMARINDA	PAYMENT			
RTG	BPD DIY UNIT SYARIAH	INTERNET	BANK BPD DIY UNIT SYARIAH	TRANSFER			
BIP	PRUDENTIAL	INTERNET	PRUDENTIAL	PAYMENT			
VOUCHER PREPAID RECHARGE	INDOSAT:100000	INTERNET	INDOSAT:100000	PURCHASE			
CWP	PDAM_SIDOARJO	INTERNET	PDAM_SIDOARJO	PAYMENT			
TRF-BILL_P	DPU DT Kurban	INTERNET	QURBAN - DPUDT	PAYMENT			
TUITION FEE	Universitas Airlangga	INTERNET	UNIVERSITAS AIRLANGGA	PAYMENT			
CLR	BANK RAKYAT INDONESIA	INTERNET	BANK BRI	TRANSFER			
MOBILE POSTPAID	HALO	INTERNET	TELKOMSEL POSTPAID	PAYMENT			
TRF-BILL_P	PDAM KT BGR	INTERNET	PDAM KOTA BOGOR	PAYMENT			
SWT	BANK OCBC NISP UNIT SYARIAH	INTERNET	BANK OCBC NISP UNIT SYARIAH	TRANSFER			
CWP	PDAM_KABBOYOLALI	INTERNET	PDAM_KABBOYOLALI	PAYMENT			
AIRLINE TOPUP AGENTS	LIONAIR	INTERNET	LION AIR	PAYMENT			
CWP	PDAM_CILACAP	INTERNET	PDAM_CILACAP	PAYMENT			
CLR	PRIMA MASTER BANK	INTERNET	PRIMA MASTER BANK	TRANSFER			
RTG	BANK PERMATA	INTERNET	BANK PERMATA	TRANSFER			
CLR	BANK UOB INDONESIA	INTERNET	BANK UOB INDONESIA	TRANSFER			
RTG	BANK BJB	INTERNET	BANK BJB	TRANSFER			
SWT	PT. Bank Aceh Syariah	INTERNET	BANK ACEH SYARIAH	TRANSFER			
CLR	BANK KB BUKOPIN	INTERNET	?	?			
CREDIT CARD OTHER BANK	ANZ	INTERNET	ANZ	PAYMENT			
RTG	BANK INDONESIA - BI TERNATE	INTERNET	?	?			
TRF-BILL_P	XL VOUCHER:1000000	INTERNET	XL:1000000	PURCHASE			
SWT	BPD NTT	INTERNET	BANK NTT	TRANSFER			
CLR	BANK PERMATA UNIT SYARIAH	INTERNET	BANK PERMATA UNIT SYARIAH	TRANSFER			
TRF-BILL_P	PDAM PALYJA	INTERNET	PALYJA	PAYMENT			
SWT	BANK MUAMALAT INDONESIA	INTERNET	BANK MUAMALAT	TRANSFER			
MFP	SMS Finance	INTERNET	SMS FINANCE	PAYMENT			
RTG	BANK VICTORIA INTERNATIONAL	INTERNET	BANK VICTORIA INTERNATIONAL	TRANSFER			
TUITION FEE	Universitas Negeri Surabaya	INTERNET	?	?			
SWT	BANK INTERNASIONAL INDONESIA UNIT SYARIAH	INTERNET	MAYBANK SYARIAH	TRANSFER			
SWT	BPD KALSEL UNIT SYARIAH	INTERNET	BANK KALSEL UNIT SYARIAH	TRANSFER			
SWT	BANK SYARIAH BUKOPIN	INTERNET	BANK SYARIAH BUKOPIN	TRANSFER			
VOUCHER PREPAID RECHARGE	XL_REG:100000	INTERNET	XL:100000	PURCHASE			
CWP	PDAM_SURABAYA	INTERNET	PDAM_SURABAYA	PAYMENT			
CLR	BANK MANDIRI	INTERNET	BANK MANDIRI	TRANSFER			
TRF-BILL_P	PDAM BANJARMASIN	INTERNET	PDAM BANJARMASIN	PAYMENT			
VOUCHER PREPAID RECHARGE	XL_REG:1000000	INTERNET	XL : 1000000	PAYMENT			
TRF-BILL_P	????	INTERNET	UNMAP	INQUIRY			
WIB	HMBNK	INTERNET	BNI	TRANSFER			
SWT	BPD JATIM	INTERNET	BANK JATIM	TRANSFER			
TRF-BILL_P	PKPU Infaq	INTERNET	INFAQ - PKPU	PAYMENT			
SWT	BPD SULAWESI TENGGARA	INTERNET	BANK SULTRA	TRANSFER			
CREDIT CARD OTHER BANK	SCB	INTERNET	STANDARD CHARTERED	PAYMENT			
VOUCHER PREPAID RECHARGE	XL_REG:200000	INTERNET	XL:200000	PURCHASE			
TRF-BILL_P	XL VOUCHER:500000	INTERNET	XL:500000	PURCHASE			
CLR	BANK DANAMON INDONESIA	INTERNET	BANK DANAMON	TRANSFER			
SWT	BANK MANDIRI	INTERNET	BANK MANDIRI	TRANSFER			
SWT	BPD BALI	INTERNET	BPD BALI	TRANSFER			
VOUCHER PREPAID RECHARGE	FREN:300000	INTERNET	SMARTFREN:300000	PURCHASE			
CLR	BANK MESTIKA DHARMA	INTERNET	BANK MESTIKA	TRANSFER			
SWT	BANK PERMATA UNIT SYARIAH	INTERNET	BANK PERMATA UNIT SYARIAH	TRANSFER			
CLR	MAYBANK INDONESIA TBK	INTERNET	MAYBANK	TRANSFER			
VOUCHER PREPAID RECHARGE	AS:25000	INTERNET	TELKOMSEL:25000	PURCHASE			
VOUCHER PREPAID RECHARGE	THREE:500000	INTERNET	THREE:500000	PURCHASE			
RTG	BANK KB BUKOPIN	INTERNET	?	?			
SWT	BANK COMMONWEALTH	INTERNET	COMMONWEALTH BANK	TRANSFER			
SWT	BANK RAKYAT INDONESIA	INTERNET	BANK BRI	TRANSFER			
CLR	BANK CIMB NIAGA	INTERNET	BANK CIMB NIAGA	TRANSFER			
RTG	BANK CENTRAL ASIA	INTERNET	BCA	TRANSFER			
VOUCHER PREPAID RECHARGE	THREE:150000	INTERNET	THREE:150000	PURCHASE			
VOUCHER PREPAID RECHARGE	AS:1000000	INTERNET	TELKOMSEL:1000000	PURCHASE			
CHARITY	WAKAF PRODUKTIF	INTERNET	WAKAF	PAYMENT			
TUITION FEE	Universitas Tadulako	INTERNET	UNIVERSITAS TADULAKO	PAYMENT			
SWT	BANK MESTIKA DHARMA	INTERNET	BANK MESTIKA	TRANSFER			
MOBILE POSTPAID	INDOSAT_POSTPAID	INTERNET	INDOSAT POSTPAID	PAYMENT			
SWT	STANDARD CHARTERED BANK	INTERNET	STANDARD CHARTERED	TRANSFER			
TRF-BILL_P	PDAM SURABAYA	INTERNET	PDAM SURABAYA	PAYMENT			
CLR	BANK SAHABAT SAMPOERNA	INTERNET	BANK SAHABAT SAMPOERNA	TRANSFER			
SWT	BPD SUMBAR	INTERNET	BANK NAGARI	TRANSFER			
SWT	BANK SULUTGO	INTERNET	?	?			
SWT	MAYBANK INDONESIA TBK	INTERNET	MAYBANK	TRANSFER			
AIRLINE TICKET	SRIWIJAYA	INTERNET	SRIWIJAYA AIR	PAYMENT			
TUITION FEE	Institut Teknologi Bandung	INTERNET	INSTITUT TEKNOLOGI BANDUNG	PAYMENT			
VOUCHER PREPAID RECHARGE	FREN:150000	INTERNET	SMARTFREN:150000	PURCHASE			
CHARITY	ZAKAT	INTERNET	ZAKAT	PAYMENT			
CLR	BANK HSBC Indonesia	INTERNET	BANK HSBC	TRANSFER			
SWT	BPD SUMSEL DAN BABEL UNIT SYARIAH	INTERNET	BANK SUMSEL BABEL SYARIAH	TRANSFER			
CHARITY	INFAQ/SHADAQAH	INTERNET	INFAQ	PAYMENT			
VOUCHER PREPAID RECHARGE	THREE:300000	INTERNET	THREE:30000	PURCHASE			
SWT	BPD PAPUA	INTERNET	BANK PAPUA	TRANSFER			
ELECTRICITY PAYMENT	PLN	INTERNET	PLN POSTPAID	PAYMENT			
RTG	BANK CIMB NIAGA	INTERNET	BANK CIMB NIAGA	TRANSFER			
CLR	THE BANK OF TOKYO MITSUBISHI UFJ LTD.	INTERNET	MUFG BANK	TRANSFER			
SWT	BANK MAYORA	INTERNET	BANK MAYORA	TRANSFER			
CLR	BSI	INTERNET	?	?			
SWT	BANK CENTRAL ASIA	INTERNET	BCA	TRANSFER			
SWT	BPD JATENG	INTERNET	BANK JATENG	TRANSFER			
TRF-BILL_P	DPU DT Zakat	INTERNET	ZAKAT - DPUDT	PAYMENT			
TUITION FEE	Telkom University	INTERNET	TELKOM UNIVERSITY	PAYMENT			
SWT	BSI ex BSM	INTERNET	?	?			
VOUCHER PREPAID RECHARGE	AS:76500.00	INTERNET	TELKOMSEL : 76500	PAYMENT			
VOUCHER PREPAID RECHARGE	FREN:200000	INTERNET	SMARTFREN:200000	PURCHASE			
CWP	PDAM_SEMARANG	INTERNET	PDAM_SEMARANG	PAYMENT			
SWT	DBS/Eks-ANZ	INTERNET	DBS	KLIRING			
VOUCHER PREPAID RECHARGE	AS:30000	INTERNET	TELKOMSEL : 30000	PAYMENT			
TUITION FEE	Universitas Lampung	INTERNET	UNIVERSITAS LAMPUNG	PAYMENT			
CWP	PDAM_SUKABUMI	INTERNET	PDAM_SUKABUMI	PAYMENT			
SWT	TCASH	INTERNET	T-CASH	TRANSFER			
PERSONAL LOAN	CITIBANK_PL	INTERNET	CITIBANK - PL	PAYMENT			
SWT	BANK SINARMAS	INTERNET	BANK SINARMAS	TRANSFER			
VOUCHER PREPAID RECHARGE	FREN:500000	INTERNET	SMARTFREN:500000	PURCHASE			
TUITION FEE	UPN Veteran Jakarta	INTERNET	UPN VETERAN JAKARTA	PAYMENT			
TPCS	TapCash	INTERNET	TAPCASH	PURCHASE			
CREDIT CARD OTHER BANK	MEGA	INTERNET	MEGA	PAYMENT			
SWT	BANK UOB INDONESIA	INTERNET	BANK UOB INDONESIA	TRANSFER			
RTG	BANK OCBC NISP	INTERNET	BANK OCBC NISP	TRANSFER			
SWT	BPD KALIMANTAN TIMUR DAN KALIMANTAN UTARA UUS	INTERNET	BPD KALIMANTAN TIMUR DAN KALIMANTAN UTAR	KLIRING			
CLR	BPD ACEH	INTERNET	BANK ACEH	TRANSFER			
TRF-BILL_P	OTO MBL/MTR	INTERNET	OTO FINANCE	PAYMENT			
CABLE TV	INDOVISION	INTERNET	INDOVISION	PAYMENT			
CREDIT CARD OTHER BANK	GE	INTERNET	GE/PERMATA	PAYMENT			
VOUCHER PREPAID RECHARGE	AS:150000	INTERNET	TELKOMSEL:150000	PURCHASE			
TUITION FEE	Universitas Mulawarman	INTERNET	UNIVERSITAS MULAWARMAN	PAYMENT			
RTG	BANK BTPN	INTERNET	BANK BTPN	TRANSFER			
VOUCHER PREPAID RECHARGE	AS:16500.00	INTERNET	TELKOMSEL : 16500	PAYMENT			
TUITION FEE	Universitas Mahasaraswati	INTERNET	UNIVERSITAS MAHASARASWATI	PAYMENT			
BVA	BVA	INTERNET	VA BNI	TRANSFER			
SWT	BANK WINDU KENTJANA INTERNATIONAL	INTERNET	BANK CHINA CONSTRUCTION BANK INDONESIA	TRANSFER			
CWP	PDAM_BANJARBARU	INTERNET	PDAM_BANJARBARU	PAYMENT			
TRF-BILL_P	FIF	INTERNET	FIF	PAYMENT			
CLR	KEB HANA BANK	INTERNET	KEB HANA BANK	KLIRING			
TRANSFER_ANTAR_BANK	Eks-ANZ	NEW_MOB	DBS	TRANSFER			
INQUIRY_PEGADAIAN_TABUNGAN_EMAS	?	NEW_MOB	?	?			
TRANSFER_ANTAR_BANK	BANK MALUKU	NEW_MOB	BANK MALUKU MALUT	TRANSFER			
TRANSFER_ANTAR_BANK	BANK SUMUT	NEW_MOB	BANK SUMUT	TRANSFER			
INQUIRY_AIR	PDAM_BANJARMASIN	NEW_MOB	PDAM BANJARMASIN	INQUIRY			
TRANSFER_ANTAR_BANK	BPD MALUKU	NEW_MOB	BANK MALUKU MALUT	TRANSFER			
INQUIRY_ISI_PULSA	FREN	NEW_MOB	SMARTFREN	INQUIRY			
INQUIRY_AIR	PDAM_BANDUNG	NEW_MOB	PDAM KOTA BANDUNG	INQUIRY			
INQUIRY_REKENING_SURAT_BERHARGA_SBNRITEL	?	NEW_MOB	?	?			
PAYMENT_TRANSFER_PEMBAYARAN_VA	PAJAKDAERAH	NEW_MOB	PAJAK_DAERAH_VA	PAYMENT			
INQUIRY_PERSONAL_LOAN	HSBC_PL	NEW_MOB	HSBC - PL	INQUIRY			
INQUIRY_MPN	MPN_G2_DJP	NEW_MOB	MPN_G2_DJP	INQUIRY			
PAYMENT_ZIS	INFAQ_BAZNAS	NEW_MOB	INFAQ - BAZNAS	PAYMENT			
TRANSFER_ANTAR_BANK	BII MAYBANK	NEW_MOB	MAYBANK	TRANSFER			
PAYMENT_PEMBELIAN_LPG3K	Pertamina LPG3K	NEW_MOB	PERTAMINA LPG3K	PURCHASE			
PAYMENT_MPN	MPN_G2	NEW_MOB	MPN_G2	PAYMENT			
INQUIRY_PLN_NON_TAGLIS	?	NEW_MOB	?	?			
PAYMENT_AIR	PDAM_KABBOGOR	NEW_MOB	PDAM KAB BOGOR	PAYMENT			
INQUIRY_MPN	MPN_G2_DJBC	NEW_MOB	MPN_G2_DJBC	INQUIRY			
TRANSFER_ANTAR_BANK	BPD NUSA TENGGARA TIMUR	NEW_MOB	BANK NTT	TRANSFER			
PAYMENT_AIR	PDAM_DJI	NEW_MOB	PDAM DJI	PAYMENT			
INQUIRY_TOP_UP_GOPAY	GOPAY_DRIVER	NEW_MOB	GOPAY DRIVER	INQUIRY			
INQUIRY_KARTU_KREDIT_ANTAR_BANK	PANIN	NEW_MOB	PANIN	INQUIRY			
TRANSFER_KLIRING	BANK INA	NEW_MOB	?	?			
PAYMENT_TV_BERLANGGANAN	FIRSTMEDIA	NEW_MOB	FIRSTMEDIA	PAYMENT			
TRANSFER_ANTAR_BANK	BANK NATIONALNOBU	NEW_MOB	NOBU NATIONAL BANK	TRANSFER			
TRANSFER_ANTAR_BANK	BANK GANESHA	NEW_MOB	BANK GANESHA	TRANSFER			
SET_FLEKSI_SUBMIT_PAYROLL	?	NEW_MOB	?	?			
TRANSFER_ANTAR_BANK	BPD YOGYAKARTA SYARIAH	NEW_MOB	BANK BPD DIY UNIT SYARIAH	TRANSFER			
TRANSFER_KLIRING	BANK BTPN	NEW_MOB	BANK BTPN	TRANSFER			
TRANSFER_ANTAR_BANK	PT. BANK RAYA INDONESIA	NEW_MOB	?	?			
CEK_STATUS_DIGITAL_LOAN	?	NEW_MOB	?	?			
PAYMENT_TIKET_KERETA_API	KAI	NEW_MOB	KAI	PAYMENT			
INQUIRY_ASURANSI_BPJS	BPJS_KESEHATAN_VA	NEW_MOB	BPJS KS VA	INQUIRY			
REQUEST_PIN_MOBILETUNAI_DIRISENDIRI	?	NEW_MOB	?	?			
PAYMENT_PEMBAYARAN_BNP2TKI	TKI	NEW_MOB	BNP2TKI	PAYMENT			
TRANSFER_ANTAR_BANK	BANK BJB	NEW_MOB	BANK BJB	TRANSFER			
REQUEST_FCM_GENERAL	FCM	NEW_MOB	REQUEST_FCM_GENERAL	OTHERS			
PAYMENT_ZIS	ZAKAT_DOMPET_DHUAFA	NEW_MOB	ZAKAT - DOMPET DHUAFA	PAYMENT			
PAYMENT_TOP_UP_GOPAY	GOPAY	NEW_MOB	GOPAY_CUSTOMER	PURCHASE			
PAYMENT_AIR	PDAM_BOGOR	NEW_MOB	PDAM KOTA BOGOR	PAYMENT			
INQUIRY_PEMBAYARAN_PGN	PGN	NEW_MOB	PGN	INQUIRY			
PAYMENT_PASKA_BAYAR_TELEPON	TELKOM	NEW_MOB	TELKOM POSTPAID	PAYMENT			
TRANSFER_ANTAR_BANK	BANK SULTRA	NEW_MOB	BANK SULTRA	TRANSFER			
TRANSFER_KLIRING	BANK INDEX	NEW_MOB	BANK INDEX	TRANSFER			
TRANSFER_KLIRING	BNI	NEW_MOB	BNI	TRANSFER			
TRANSFER_ANTAR_BANK	BANK INTERNASIONAL INDONESIA	NEW_MOB	MAYBANK	TRANSFER			
